salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block,concept
73438.20321413405,55736.08011187599,59,2,10,1,860028.0503360976,2,42426.21446622464,0,1,0
135661.37883581984,0.0,65,0,16,4,463760.561500289,29,418624.4721018472,1,1,0
60115.841044927016,58926.39385061397,66,4,13,6,109210.38052758672,3,96145.69369783276,1,1,0
52005.04777151262,13661.1917898238,25,3,11,1,872384.426008199,17,6434.030295694226,1,1,0
30282.40483931566,84317.54960282304,76,3,15,6,108109.91221112492,24,159122.40052351545,1,1,0
103994.77554303178,0.0,27,1,3,6,118735.39374468918,17,136844.7872656474,1,1,0
59291.19713064576,74126.21734710207,66,0,4,4,389361.65456869977,18,187394.20248312267,1,1,0
138470.44539554912,0.0,26,0,13,8,0.0,8,343067.4231048398,1,1,0
58884.63807359382,13239.496341284776,38,0,15,5,355193.3409682646,24,24730.789241995288,1,1,0
22944.517611739877,17002.99922367795,22,3,5,5,304708.35196541325,15,286800.1109708219,1,1,0
149124.61079851614,0.0,40,3,2,8,0.0,15,166728.82322998522,0,1,0
83932.28223013418,0.0,57,3,11,4,539783.2264644753,6,256504.35355475143,0,1,0
88434.86222176233,0.0,54,3,3,2,664630.4597823337,15,180873.9289446076,0,1,0
47070.63603271816,18115.849335495717,45,4,20,8,0.0,12,282665.7733450199,0,1,0
20736.212423426125,80404.86987923803,73,4,8,0,730828.4835282615,26,287538.42536926485,1,1,0
70527.09846761281,22079.9647429342,34,0,11,4,441914.9254717404,14,358002.8431074648,1,1,0
103934.22254204816,0.0,49,2,6,6,129669.34032807604,16,105626.42439464114,0,1,0
127504.90064729928,0.0,47,2,12,0,629274.595113285,11,174545.21060518597,0,1,0
31083.78364807566,48295.30451397401,72,1,4,1,639807.0793281536,5,443846.035233138,1,1,0
104068.70046737236,0.0,76,4,2,8,0.0,14,223773.4707988772,1,1,0
50767.822931497816,62124.97413377255,40,0,16,8,0.0,30,449867.3521364929,0,1,0
122502.7690884514,0.0,78,2,10,1,1028303.2725925312,9,289124.49712633505,1,1,0
78815.72189722414,0.0,53,0,8,7,79250.6500082875,24,21042.31016018543,0,1,0
129446.9974252566,0.0,67,0,1,6,128668.37877215548,22,126849.42711620367,1,1,0
24233.86583137529,48021.88616416058,34,4,7,0,993998.2424902096,23,387185.3642170304,1,1,0
58393.44011406654,52117.188611863945,80,3,14,7,51410.80468939497,4,202693.9555294761,1,1,0
104395.9949498155,0.0,36,3,15,6,235492.5711222851,26,151201.76534403212,1,1,0
84724.76713796538,0.0,27,0,2,0,882484.6211578731,20,21301.504696911838,1,1,0
67509.33865425485,52414.50688876327,59,0,5,3,514654.0873272578,4,219180.2850016573,0,1,0
101366.97294733618,0.0,60,0,19,7,71799.25612916678,19,362306.8162428587,1,1,0
31909.915549639096,75959.68479842998,55,2,20,7,133389.11974350648,26,443151.45857717405,0,1,0
40167.33970546255,22106.969653452757,35,0,12,8,0.0,2,50512.24769078422,1,1,0
65532.96858963645,31047.2828293177,62,4,14,8,0.0,24,94591.6318304888,1,1,0
93185.46349142506,0.0,53,0,11,7,134220.0343693751,5,347269.41475688224,0,1,0
20842.907768469144,70846.05488483142,51,2,9,6,196688.7681049108,9,344706.8801971237,0,1,0
70574.53570444442,41063.613831703726,55,0,20,8,0.0,24,162087.1780680491,0,1,0
101602.73874664084,0.0,62,0,15,6,227408.54260818637,3,446979.2263578285,1,1,0
72144.57917641626,50236.76964871135,30,4,7,3,719321.4228685217,22,400543.8624943472,1,1,0
30533.132559696067,66663.09210716997,41,1,16,1,546854.3980530604,26,486897.2240768261,0,1,0
74254.27224716762,45267.38677807955,74,0,5,6,232195.2922808955,2,260678.05426584656,1,1,0
38695.22626413198,73012.2676341233,63,3,8,8,0.0,22,314899.8270476525,1,1,0
35667.04883300589,56811.02957764712,42,2,5,5,434182.8237929289,28,192946.0627119426,0,1,0
103696.90699739066,0.0,52,0,5,3,638018.2142125781,18,268815.54494896834,0,1,0
65568.11550850728,64959.32391480864,48,2,10,2,866470.5618525449,27,20464.24217320375,0,1,0
55720.65312622416,70635.189999833,78,2,8,4,242289.0902834123,11,199359.41683409447,1,1,0
98367.95541007706,0.0,48,4,13,2,738700.1641418834,16,61997.246312152754,0,1,0
148590.47581717838,0.0,72,0,2,0,1115396.1159340718,22,114317.04606193073,1,1,0
59827.61769965445,80602.09299024871,42,3,8,6,104921.91899138836,30,194023.25294674237,0,1,0
146327.46664929762,0.0,62,4,3,6,250178.55826945617,4,167205.78619907395,1,1,0
148518.55382612406,0.0,24,4,8,1,443302.4742479602,18,495915.5674516606,1,1,0
81290.95518967367,0.0,69,2,18,8,0.0,22,89225.08896681468,1,1,0
89586.55190791789,0.0,28,0,17,1,449051.2323389989,15,389823.1689267383,1,1,0
23162.724801892487,11829.551116141673,31,2,5,0,1065677.5511516393,9,222477.30610872863,1,1,0
89196.5927665416,0.0,30,0,2,2,620765.6230407902,2,462149.9293762869,1,1,0
38860.71670812381,80091.36668434968,70,0,15,3,656592.0143372426,2,461962.66547002207,1,1,0
43053.63914305704,59303.50331621273,66,4,6,0,719240.4575456786,1,346499.6833599182,1,1,0
57775.86576794744,18689.58826772895,39,4,9,7,112858.94913757604,12,242163.3523211783,1,1,0
128419.95139965256,0.0,64,0,19,5,163972.69146601824,13,479660.94655817095,1,1,0
52626.11572712239,49770.29530301327,40,4,12,4,414128.2547766564,1,299676.9754421004,0,1,0
137395.05524676002,0.0,69,0,5,8,0.0,6,141972.2315130852,1,1,0
103841.37405762987,0.0,30,3,17,8,0.0,15,149690.94010784788,1,1,0
118202.05215845848,0.0,55,0,10,4,280330.6893845623,30,450490.5024679703,0,1,0
116899.38730106367,0.0,43,3,6,6,141350.4248410024,28,3963.1982266598034,0,1,0
98811.47740525837,0.0,45,4,10,6,247474.22697111036,22,293298.0957290793,0,1,0
31843.1799855848,10236.946970887328,44,1,15,0,1141339.0215405226,4,86725.6320507701,0,1,0
35638.07780279721,16445.816689480183,20,4,10,0,803387.8212677825,23,133054.24893888755,1,1,0
76853.37566609336,0.0,68,3,4,3,335272.5721194463,9,126831.29131212962,1,1,0
53953.870474436335,22791.488131309256,76,1,1,7,124439.70564049094,30,309310.1199763287,1,1,0
117880.29151998385,0.0,52,4,5,4,262397.3182704156,26,348678.28933382226,0,1,0
25144.66048683407,18577.764362825368,53,2,19,5,179755.82538969663,16,468789.66495933663,0,1,0
123987.07126592095,0.0,76,4,18,3,345819.01252852747,10,244783.5377640606,1,1,0
51388.63878027437,23934.557646086883,74,2,11,3,568535.5343701692,29,204302.5767792716,1,1,0
111594.42903539984,0.0,60,4,12,8,0.0,9,418108.95358596375,1,1,0
92106.81791810604,0.0,63,2,20,5,161855.88805651688,26,54371.629028542426,1,1,0
121597.2919558836,0.0,38,0,11,3,254876.7854508748,16,250885.0910665299,1,1,0
50209.66642983069,37918.26394369053,72,1,19,0,412394.8213593372,18,422203.2035011128,1,1,0
121997.5224499891,0.0,61,2,6,2,760880.2111471433,25,57119.40654904107,1,1,0
67007.65276338425,80991.62713262808,56,0,4,6,206920.85386572868,1,445420.2375780889,0,1,0
45713.5581779698,39878.529932341895,32,3,18,6,268368.5530507684,30,103834.8037775818,1,1,0
134855.22941423603,0.0,34,2,5,3,483428.6268098546,18,403413.4239745083,1,1,0
141939.2358811492,0.0,73,2,17,2,609951.5108505841,19,206474.1275388908,1,1,0
127179.16909971445,0.0,21,3,16,1,550294.9034202107,22,437723.0965211748,1,1,0
96548.91620080736,0.0,48,0,11,4,349098.25602653145,18,374481.956338078,0,1,0
21229.423867846064,54956.5190502526,39,2,9,1,535851.2952563652,7,274639.5376507378,1,1,0
68914.89380762947,70164.51219280665,58,4,19,6,179229.51049075238,10,59653.48896404416,0,1,0
25948.54475089885,49282.826062749446,38,2,9,1,396521.7533367441,14,89777.6292127812,1,1,0
93798.16961242078,0.0,72,1,18,0,889127.1168609876,8,140850.6436319996,1,1,0
135220.3295312303,0.0,28,3,2,2,878564.4167219602,21,170652.67605139362,1,1,0
91054.86071443108,0.0,31,0,15,0,526065.0736519654,28,235465.39115593347,1,1,0
68198.02765117816,54722.940556309775,28,0,7,5,363440.9691183684,6,14230.820214755802,1,1,0
133937.8856323521,0.0,52,3,12,5,434205.4437783006,18,247414.42007317956,0,1,0
123069.6442463074,0.0,47,3,8,0,1153608.049031339,10,150339.309201024,0,1,0
91677.42657647016,0.0,73,4,19,7,70662.44440937073,13,309157.2973260101,1,1,0
117688.28396558396,0.0,59,0,5,7,127918.07049723133,26,186733.75013466165,0,1,0
143228.80698808798,0.0,42,2,7,6,179493.58163603087,6,113523.98556356036,0,1,0
110815.58343334426,0.0,43,4,19,1,867337.7851928208,4,364115.95781889406,0,1,0
97336.6107630397,0.0,35,0,2,1,794944.4283486538,20,187910.12243902523,1,1,0
121385.05219611563,0.0,27,0,3,8,0.0,30,96837.91954854796,1,1,0
57139.17515813852,41241.95242151807,47,1,15,0,423732.5651931659,15,252824.5135863477,0,1,0
107887.0396948207,0.0,29,1,5,8,0.0,13,37546.70685835055,1,1,0
54627.16902844164,78647.7896407279,60,4,3,1,422399.8034840252,13,2619.263337883537,1,1,0
148059.3193123391,0.0,53,4,20,0,1152612.040465637,9,331047.1247660376,0,1,0
34885.11459833971,12466.979635382932,42,4,15,0,1114001.2037413036,13,423654.70169319486,0,1,0
143986.64154207724,0.0,68,1,15,5,222284.11288517085,5,199492.7545398883,1,1,0
77529.0090669865,0.0,44,1,3,7,64780.83296257278,17,425062.0988210604,0,1,0
107958.17548717116,0.0,67,3,7,5,311487.86170539074,19,468048.6007138444,1,1,0
126319.5285262594,0.0,49,2,10,5,218886.6003857232,6,126096.28073898215,0,1,0
122467.13967150092,0.0,61,0,16,4,451985.884984086,11,373458.4855458792,1,1,0
56339.35944187296,16714.3913756885,49,4,17,0,846008.970440466,28,444574.0356107105,0,1,0
129229.56488026856,0.0,80,2,3,3,704392.3254260081,16,135651.76362573338,1,1,0
38045.69571672742,30104.78725696393,72,4,6,7,137145.99330055673,18,332485.17431604455,1,1,0
44527.74761080618,45337.577720597736,26,4,19,8,0.0,17,396382.8357320285,1,1,0
108538.08133963708,0.0,57,2,20,4,207682.7847316006,22,384439.6211245168,0,1,0
28028.36382595287,65664.32542396839,64,3,8,6,102870.88257912207,11,128428.38372781234,1,1,0
73179.3400345615,36914.84411126874,69,2,19,2,608659.0594605616,10,355791.43235090526,1,1,0
28655.224744283223,55335.30841400559,35,1,2,5,376044.5527512873,13,332363.56630787015,1,1,0
97817.10905426089,0.0,31,1,20,1,395996.2852649918,1,88439.67786817181,1,1,0
63888.53062216984,40443.10417181261,31,2,14,8,0.0,27,455079.7825867696,1,1,0
69041.88154137912,72883.15352848233,45,4,8,5,352814.79773019045,17,233094.4444297712,0,1,0
124937.80731014816,0.0,80,2,18,0,961350.2112692092,25,320854.27418125974,1,1,0
42193.74458634302,62797.20746972204,68,0,8,5,290387.0671362028,6,11344.845909736943,1,1,0
82931.3936776155,0.0,26,0,2,0,999739.5541279324,23,96150.34152681284,1,1,0
140195.09129006354,0.0,69,0,19,2,568559.1035254609,19,317429.5680660068,1,1,0
49111.62973307428,60717.386255833,76,2,13,1,964740.9370315135,4,301300.5260743766,1,1,0
116734.01642028062,0.0,33,3,13,4,292246.0884989384,14,98546.88397100732,1,1,0
104617.59451539798,0.0,41,3,8,3,530156.4399751936,29,158347.69578921632,0,1,0
79038.14810069936,0.0,77,0,6,4,423583.148159452,21,308711.9565854342,1,1,0
105762.29145008718,0.0,52,0,10,2,334439.6926149768,2,15285.812830475586,0,1,0
44596.28161752464,29339.404807216797,28,2,14,3,387698.6446068997,28,125064.24961988172,1,1,0
47052.156501361285,76431.6775902081,37,4,6,4,445702.9239609401,23,127195.10054697092,1,1,0
140042.0014083018,0.0,64,3,13,1,952318.2992019192,25,465086.9139720255,1,1,0
125014.64529464344,0.0,45,4,19,0,1089135.9099101855,19,112142.7633845709,0,1,0
120325.83081810002,0.0,72,3,20,7,141999.2314821033,8,357859.5898012159,1,1,0
107906.3740535529,0.0,23,0,4,8,0.0,17,197633.6149505892,1,1,0
85290.94035089765,0.0,47,2,20,8,0.0,21,479228.9038166996,0,1,0
147949.55233050906,0.0,61,3,9,3,666367.81509674,21,34422.252786688034,1,1,0
138401.16028265678,0.0,62,1,2,0,911434.0133353496,3,434624.175656023,1,1,0
88488.06071758675,0.0,54,2,11,6,134074.47411867496,18,284822.8777268758,0,1,0
74190.26245696627,18965.74745486908,21,1,20,7,128663.81126497017,30,286105.68635743525,1,1,0
103656.79886629744,0.0,33,0,18,7,107896.57889087008,1,362306.5796466916,1,1,0
51538.06625322376,20875.02406650568,21,2,10,0,462995.8407382025,15,80088.79614007642,1,1,0
131567.22226678525,0.0,35,2,4,3,602005.4875567573,14,91104.8454033438,1,1,0
33424.34950368613,44324.7069056667,24,1,4,5,355664.4379111583,23,387674.9485551274,1,1,0
126924.42387852154,0.0,62,3,6,5,211889.09340881865,21,3901.0756810008975,1,1,0
101793.4484066945,0.0,23,4,5,5,336013.60111540795,2,154887.95401450523,1,1,0
133231.85968174503,0.0,49,4,4,3,309862.11336775846,5,326858.3640346073,0,1,0
134559.25587047814,0.0,50,2,8,2,822174.2774177684,13,300899.4666871455,0,1,0
141893.8171181777,0.0,60,4,2,0,472708.9029248605,25,242452.80356434768,1,1,0
120631.297290572,0.0,46,0,14,0,672135.0617029292,18,374271.27491917775,0,1,0
80666.95436577694,0.0,41,4,6,2,469221.7026533848,12,373154.3267627389,0,1,0
122099.2273426345,0.0,70,0,12,2,781396.7371528718,19,81123.48381811146,1,1,0
130860.06135781966,0.0,70,4,8,7,128294.93101290776,5,422544.8539563228,1,1,0
116792.81396129774,0.0,76,2,3,8,0.0,28,304036.5320410765,1,1,0
109703.07597604336,0.0,76,0,14,5,390000.7294567323,16,309771.4516705509,1,1,0
60733.76960422871,72127.02663185059,66,0,1,7,147817.29673467114,12,414138.2078698928,1,1,0
25017.962887330046,84719.8672382235,21,0,12,6,163976.3908074243,27,35286.83054041043,1,1,0
116150.0081816035,0.0,28,3,19,2,629168.9410027846,10,202329.27583708448,1,1,0
88371.60921206312,0.0,35,4,10,8,0.0,14,421808.746685765,1,1,0
39983.15103679335,65481.12040537276,76,0,17,4,594404.1082904711,8,426853.4721077536,1,1,0
145646.1046577458,0.0,75,0,16,6,220509.89581564345,8,457691.7689423959,1,1,0
20991.849648230364,12399.013891614512,58,4,3,2,315555.6226439308,17,329061.4921247676,0,1,0
69981.31532444424,58561.409625094464,61,3,12,0,1030337.5326634388,6,480203.9941295201,1,1,0
68501.8744407742,83880.84865562904,41,2,5,4,391197.5735954455,22,484752.020219813,0,1,0
103694.72408790432,0.0,53,3,18,0,685004.9804585933,18,339233.90694010374,0,1,0
90162.18390984386,0.0,79,3,13,7,131056.12810384126,7,86193.83948258363,1,1,0
112757.32941854851,0.0,37,1,15,8,0.0,5,493535.5847784392,1,1,0
67279.17640559578,21950.79841825227,35,3,11,0,658180.7273372763,12,222173.6020544909,1,1,0
116687.76227154408,0.0,79,1,12,1,944484.7128642792,8,393002.4087366305,1,1,0
123151.2008380821,0.0,75,1,5,6,223437.07646548303,9,96478.131665743,1,1,0
121327.2562359062,0.0,26,0,17,1,719769.4524293841,9,457174.046207773,1,1,0
40202.4303021792,81433.77264390314,56,0,3,8,0.0,7,417341.0915149528,0,1,0
139385.5450613503,0.0,45,1,1,8,0.0,1,310097.6509958538,0,1,0
147627.6728268952,0.0,70,0,14,1,981202.256070108,3,450686.94265732303,1,1,0
139318.1598397444,0.0,80,1,9,3,295170.580853894,13,405710.1919175192,1,1,0
71949.31801336864,66936.8940810865,36,4,1,6,161044.67122735543,4,104149.95585007692,1,1,0
84085.74614527365,0.0,28,0,3,5,434439.9100813007,18,209262.42785827583,1,1,0
26531.136137241803,77834.05408035204,73,2,12,4,283719.79902583174,7,105667.91762021794,1,1,0
142927.29781269495,0.0,26,0,11,1,960536.2058461268,1,84751.21792793999,1,1,0
137534.6428051144,0.0,58,4,7,6,107765.5003879074,23,393185.50913250167,0,1,0
124938.32088763914,0.0,76,1,7,7,81815.98295900972,9,60044.77900143629,1,1,0
104180.06270637902,0.0,28,4,17,0,1103031.5649465648,13,364341.9710227567,1,1,0
96479.81495027822,0.0,76,4,16,5,194003.33614071287,15,91183.08684305903,1,1,0
101214.81514622369,0.0,35,3,12,1,915569.1056903888,25,275934.31570019736,1,1,0
72042.43638731391,68051.86098635203,48,2,11,4,260107.3187343492,15,140157.9960708567,0,1,0
126908.8235830094,0.0,38,0,2,4,425149.247207076,12,365834.69065456046,1,1,0
69074.74999973863,15984.34125245128,35,0,7,4,495585.6612975581,20,484829.1388415014,1,1,0
52487.68549121873,42943.52883501341,54,4,5,8,0.0,29,404887.67773870064,0,1,0
135170.97379320354,0.0,32,3,8,8,0.0,17,34226.914347416925,1,1,0
26415.03319421036,60064.1577408089,59,2,19,3,737092.1792328717,24,14971.742572701896,0,1,0
144453.0278144201,0.0,58,0,2,5,403310.474226246,5,346764.1999026946,0,1,0
104495.30487286224,0.0,65,3,7,0,975383.7174718616,7,496018.5491296616,1,1,0
108840.1663430522,0.0,26,0,8,8,0.0,13,420680.6380574734,1,1,0
146203.1670113348,0.0,49,1,16,2,832614.4685687897,29,495337.183940459,0,1,0
148130.14373600506,0.0,22,0,20,6,251381.8585136268,28,133056.9083905484,1,1,0
130311.26843375491,0.0,58,3,11,0,620929.8333245913,2,359531.90608816204,0,1,0
121962.06786123903,0.0,48,4,14,4,301289.22008086095,6,387370.5847751084,0,1,0
94611.33843391114,0.0,79,1,17,6,150587.38961865453,28,14284.136004098114,1,1,0
133699.06326467762,0.0,23,3,16,6,284953.7459532773,5,66903.17420217456,1,1,0
81182.69491280364,0.0,75,1,16,2,304709.8811106665,25,445324.619819844,1,1,0
89087.8628313266,0.0,74,2,14,6,254487.7766973693,8,136584.30479978136,1,1,0
135259.72131961514,0.0,28,2,17,4,568561.5766962839,17,57157.30975858574,1,1,0
40397.84014764031,66694.087821231,70,4,5,5,375510.6330588183,11,365879.6364837619,1,1,0
41217.78466928925,36432.02750010435,64,3,14,2,808747.3253590981,3,459853.6735762099,1,1,0
109735.71879719052,0.0,33,2,2,4,563920.6784433345,2,241014.08097094676,1,1,0
94494.25902218182,0.0,70,4,17,3,351187.5855724128,14,63159.44066694723,1,1,0
68654.31741354983,36184.06192378919,80,2,2,0,1024572.7707906008,29,163547.9989391983,1,1,0
72172.80627436336,19944.47180464556,20,4,9,0,820826.5303974965,19,24877.239950846288,1,1,0
134254.18345436425,0.0,39,0,1,6,241214.77867570508,5,296381.11688215524,1,1,0
69258.31637788395,33766.372412707045,54,0,13,8,0.0,21,129202.72298512852,0,1,0
119393.15115068496,0.0,35,3,10,6,225297.77275900717,3,345847.4037300562,1,1,0
22827.550252952737,34422.39705205813,42,0,8,7,120215.21602365196,8,30152.49816627025,0,1,0
129834.63663863383,0.0,67,4,20,7,74409.60739808567,23,169275.84252194728,1,1,0
45023.42083815434,34405.3553753893,68,2,18,3,376936.2546750906,2,90643.80767156626,1,1,0
100264.16015756148,0.0,20,1,4,7,133825.1876242247,27,58574.44919116034,1,1,0
70573.68755802687,18536.783516257725,79,1,9,7,121272.51686118548,30,333790.4870902659,1,1,0
46949.9619088999,17448.317563140765,41,4,20,3,527953.9867720822,30,457917.52253123006,0,1,0
116761.4132515583,0.0,80,1,10,7,103204.47810311816,18,217840.91818881908,1,1,0
25515.21842741985,16098.73814397111,34,4,7,1,490939.246068582,4,498028.2744043606,1,1,0
