salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block,concept
67031.31668971779,66733.23655416802,60,3,2,3,383528.11913646624,5,463836.3804222239,1,1,0
76955.09235940917,0.0,64,3,4,0,1178517.4526573557,20,399656.86663723533,1,1,0
112271.76726303369,0.0,39,4,1,8,0.0,8,496128.5696976098,1,1,0
138680.88420294184,0.0,49,0,5,7,143265.30599341044,10,254436.00753475586,0,1,0
55545.23657272565,72604.29591825209,50,1,15,8,0.0,7,460934.07496578095,0,1,0
86071.31590707622,0.0,76,1,3,4,509070.05307080195,28,207471.21177567256,1,1,0
141452.2911787276,0.0,52,2,1,4,490420.3930454131,27,293468.86120708054,0,1,0
149857.30331981403,0.0,51,1,15,8,0.0,11,275958.7085354055,0,1,0
90645.9081846275,0.0,49,2,7,3,535898.8209924506,8,428006.48799368914,0,1,0
73400.76242144516,33863.22454253499,50,3,13,2,597197.1897698541,2,63123.13490469434,0,1,0
145495.96672299097,0.0,41,0,15,1,718165.760765293,15,7673.798957630318,0,1,0
38740.20407570317,75319.97285119144,29,0,16,4,335424.49362057267,23,198741.6619428867,1,1,0
30440.991675328372,34642.41917375922,63,4,13,5,338039.7537023963,29,379700.90466718184,1,1,0
133409.79226180972,0.0,22,4,3,3,565580.5084273202,30,143689.50202102182,1,1,0
49573.21649104079,16778.44980767265,26,0,15,2,716400.6976759407,29,14473.62469878405,1,1,0
62168.70668156929,14208.942107875519,42,2,14,2,446518.45931038103,14,282964.0309579684,0,1,0
123027.53160452392,0.0,30,1,3,6,223942.07370748304,8,248833.62618397552,1,1,0
95810.42698476689,0.0,34,3,9,7,75532.67081591541,1,449454.2658501605,1,1,0
80482.92321828919,0.0,38,4,6,1,659210.8485226701,12,493825.84760923573,1,1,0
58890.052386090385,82152.18046175815,64,2,15,4,279686.79964355694,13,426667.7293300929,1,1,0
33864.92476490692,38602.32232432217,42,4,10,4,208775.83914382602,27,329114.90796434035,0,1,0
55682.44942316961,52444.676271677425,63,0,20,7,133283.88996731883,29,143097.07572959724,1,1,0
123851.81553598783,0.0,58,2,8,3,560445.5815651522,22,377788.6618708386,0,1,0
119771.20068441033,0.0,63,1,4,0,647146.3071621088,15,16682.265622816216,1,1,0
67431.96029370106,19855.88548153641,78,2,11,6,135128.01408886132,5,393256.4055152526,1,1,0
133939.87757186327,0.0,43,4,17,4,532189.0478269589,9,457024.47676915606,0,1,0
142744.41609263583,0.0,71,2,11,1,677831.9721968867,3,70378.50750294133,1,1,0
145645.02723015775,0.0,75,3,18,5,177090.86267057498,13,6959.327550450589,1,1,0
89754.40007497769,0.0,49,2,9,6,264483.46024535486,12,54173.051099615346,0,1,0
50396.84728750581,11876.848723486175,76,4,11,3,573826.1903197208,21,411927.6756952238,1,1,0
138220.39299562597,0.0,39,3,4,2,327208.08660802926,2,152182.29217800262,1,1,0
84041.20046716675,0.0,26,1,18,2,533187.4986900855,12,335243.1094250856,1,1,0
116608.2157980123,0.0,80,4,14,2,831248.2703397475,21,49510.81735526425,1,1,0
83615.11491264988,0.0,46,2,2,5,215180.90540926848,15,475277.5849257135,0,1,0
131208.52512977412,0.0,26,2,18,5,168165.02674998262,9,94904.28108053977,1,1,0
35880.763481344286,73602.48913477609,49,0,7,0,440462.8085302984,11,121784.44858201181,0,1,0
36370.105090045574,52343.34819309725,24,4,7,3,656526.4905605295,8,164279.77671611522,1,1,0
39182.043392387684,77539.82767238187,20,2,5,2,624129.2741178909,26,87248.56045069674,1,1,0
105937.49353765119,0.0,21,1,1,5,386995.3992704262,8,294426.46102522116,1,1,0
22051.540856450833,29902.563124373002,28,3,17,1,871965.692523797,16,224137.60713494208,1,1,0
67065.06659627656,54524.95134010203,48,4,8,0,981794.3977309881,30,433490.45387991914,0,1,0
87788.65791270093,0.0,49,0,2,7,134729.85431672426,14,343048.7480311163,0,1,0
83734.95103874928,0.0,78,3,3,1,575478.2738224283,5,32841.116660056956,1,1,0
55752.079942533914,57480.75432257616,55,2,13,8,0.0,17,302713.39576765645,0,1,0
32893.20001827546,62633.45639095496,74,4,7,6,190310.9831930563,8,206906.7855884567,1,1,0
127564.49922140581,0.0,45,3,4,5,278029.2018782874,22,127444.8982413896,0,1,0
143967.02729048624,0.0,63,3,3,1,932240.3219323981,3,215938.25927587014,1,1,0
116796.56599494426,0.0,43,1,18,0,869172.0661915817,18,280841.690784864,0,1,0
107101.72441519846,0.0,46,2,14,0,1174718.9002491797,20,156224.44954382698,0,1,0
33468.073570202345,48055.94102260031,29,3,8,1,595079.7959548339,18,183780.52530767507,1,1,0
119138.73215179046,0.0,56,1,14,8,0.0,27,310861.90273453767,0,1,0
107746.97246812948,0.0,55,0,20,4,211581.27242450733,9,351349.38643280236,0,1,0
60168.009547888316,35486.84925829437,20,1,5,6,113917.08424966728,24,316586.0063277569,1,1,0
23985.42278951777,65958.382150428,33,3,14,7,84089.59817693327,12,155818.6848521082,1,1,0
62169.77597019545,80605.55679775414,58,0,2,2,394445.9382642919,20,24881.24621647858,0,1,0
30605.59857914871,43233.473074774454,47,3,20,7,91418.37378827247,7,377471.57183418534,0,1,0
34796.27605432623,42243.52250484178,38,4,16,8,0.0,2,110259.2177512623,1,1,0
147977.93558174552,0.0,23,0,7,4,578129.6348906576,25,68617.4026286635,1,1,0
53217.53552278971,34609.17669533809,20,3,14,2,377511.421055529,18,351835.6316913318,1,1,0
85034.10505230771,0.0,73,2,3,6,272352.8724045177,2,218109.79775615607,1,1,0
79768.05254631575,0.0,24,2,19,6,214679.9361771686,23,320070.8345237894,1,1,0
57636.97672614856,40377.423029871585,40,1,20,7,133202.59130717072,30,180926.34561706288,0,1,0
76772.53134386962,0.0,26,1,14,6,204792.5086001263,13,435262.20809770585,1,1,0
116954.62744039837,0.0,34,2,6,1,707338.2991795038,4,265302.4103863241,1,1,0
45207.48181469705,68217.11719932515,42,1,8,1,452510.9527943861,7,86749.5112210474,0,1,0
39873.07257077088,66936.42850341779,24,1,16,7,125444.58252469859,25,289734.0448532449,1,1,0
108547.35218092838,0.0,76,4,20,5,409274.0624494249,21,158069.4472452901,1,1,0
77169.16612444232,0.0,50,3,10,4,436567.90273240843,12,253668.4426448891,0,1,0
60353.02057882042,43893.53977755117,23,2,10,1,801266.5287030861,28,45148.252006651404,1,1,0
97230.37642180038,0.0,44,3,19,8,0.0,24,447938.3827784013,0,1,0
78465.38147461781,0.0,71,4,7,5,331501.7502210193,17,75430.53834781927,1,1,0
28043.58101314309,17762.64079527937,77,2,3,8,0.0,2,123871.86179914212,1,1,0
76908.5756602003,0.0,48,4,17,2,518338.7758114277,30,141446.78930720894,0,1,0
73140.02164215164,35377.536013106466,58,0,11,1,580783.5285824102,18,339189.6724200405,0,1,0
56939.10660415478,64280.02412518463,62,4,5,5,174450.5962343652,22,70714.19029215892,1,1,0
65476.70237965975,82577.23807695585,64,3,5,1,566707.3211911727,13,321746.6316806598,1,1,0
62701.95205296592,19584.532307525944,64,4,3,6,201697.69728456152,1,181298.8344910222,1,1,0
43434.179973989805,26064.449590667526,80,3,7,3,749988.3105515143,5,38582.54215043816,1,1,0
129775.69052916483,0.0,26,4,18,8,0.0,11,438196.3862713709,1,1,0
100344.09051415604,0.0,58,3,5,2,408507.58030121797,23,385548.9068654942,0,1,0
125175.68355310915,0.0,30,3,2,6,172859.8828261538,24,118765.10072346253,1,1,0
77745.83227468583,0.0,38,3,8,8,0.0,26,392185.1197966024,1,1,0
137516.66395786958,0.0,32,2,19,7,96167.99784409892,10,389062.018624963,1,1,0
85377.86989338527,0.0,46,1,7,2,823801.1520356084,2,320589.5181022236,0,1,0
133635.2028567908,0.0,55,0,17,1,549544.1098415299,25,80156.16712268925,0,1,0
78411.49864859735,0.0,52,1,14,1,1012489.2841082324,8,408351.62792775023,0,1,0
135001.87058334096,0.0,79,0,14,0,717163.1723761982,12,117889.03693171631,1,1,0
149288.29566097786,0.0,43,1,1,5,429247.77142498596,27,357352.13626161474,0,1,0
63587.746269103,20953.6980116365,22,2,16,2,755304.6928593644,16,224300.7369911233,1,1,0
20682.655779730332,15941.932845304096,36,1,5,8,0.0,20,263885.75294336217,1,1,0
34454.291842151,31607.61835294229,39,0,2,3,459912.7718767215,26,311405.2841704846,1,1,0
28164.929631438295,72751.57904540014,51,4,18,0,905563.953610514,19,120969.06721049667,0,1,0
38664.9892320138,42192.91698275003,59,2,8,6,137462.7823596765,22,42806.97749363088,0,1,0
146705.08382378882,0.0,24,4,18,8,0.0,17,277075.9762090977,1,1,0
70758.98523280834,45260.13086188645,60,3,12,4,498926.6366250581,12,394260.0081397577,1,1,0
64824.324111240865,64970.576608798125,60,0,19,5,190022.8769578092,12,273006.8726038458,1,1,0
125756.15252229146,0.0,31,3,16,2,786898.6091085639,3,358022.52879809734,1,1,0
142668.6695925768,0.0,22,2,7,0,1032887.370583235,29,20952.970965190998,1,1,0
141338.22739355167,0.0,52,3,18,7,75331.37652026174,25,323450.2494003751,0,1,0
57194.416421701324,74660.38978519378,23,2,9,1,909539.6880627678,14,444743.25850614073,1,1,0
116630.00171755075,0.0,77,3,11,2,597721.9359222136,16,183673.46347984098,1,1,0
123647.81444896653,0.0,37,0,14,1,651425.0064024128,27,90228.24296904502,1,1,0
58189.634470324854,17694.843083658572,40,2,10,7,110262.16277305999,14,83322.38603295683,0,1,0
77708.08954314221,0.0,48,0,12,6,154911.07201497152,26,473952.18930154317,0,1,0
29755.351448460708,57813.44034124738,43,4,6,0,514223.5746900398,20,339044.43599772436,0,1,0
76962.4672422101,0.0,28,0,8,5,258645.1747630262,19,16192.66198983349,1,1,0
39946.96124105205,43744.19265360955,43,2,15,1,751745.244833727,17,183474.97432691618,0,1,0
60870.1073709346,30901.73247248585,27,0,6,7,101774.52742083921,30,280836.35537982354,1,1,0
54030.96795637446,29521.732835492752,48,1,20,4,477592.25641631754,16,100089.1704955601,0,1,0
37644.694304968536,15553.902938240775,31,3,3,5,350351.9371466904,23,32469.539158035575,1,1,0
90482.2769593231,0.0,77,2,6,2,776217.8303070016,17,112120.80762297827,1,1,0
148067.2310749251,0.0,70,1,8,7,52628.40268082657,18,286138.703558263,1,1,0
80762.75910791772,0.0,55,1,20,1,396023.67368715623,13,499797.52196719346,0,1,0
113453.05578579353,0.0,53,3,14,1,437728.74758143583,11,321169.29469319066,0,1,0
78496.68443618949,0.0,63,4,12,2,826776.090990247,25,275651.7218045664,1,1,0
96412.17875223761,0.0,69,1,14,8,0.0,2,415695.4032337707,1,1,0
87353.27728012211,0.0,39,1,6,5,430421.3509917232,8,173011.54117093654,1,1,0
142317.5271410995,0.0,77,2,3,4,278520.76779322943,18,137225.51660675663,1,1,0
101252.90698831675,0.0,59,4,3,8,0.0,19,470803.49393429793,0,1,0
40045.25469434321,59404.965503781576,66,4,11,0,1060189.0138613055,1,40611.427446684946,1,1,0
143311.0910161509,0.0,69,4,9,3,633479.5004581555,14,309054.21316247876,1,1,0
23937.16681558599,76674.76610867158,54,2,10,7,74487.7910648943,26,342495.42059783835,0,1,0
58666.4032858665,15472.976912900935,23,1,15,6,196850.22602147184,7,170096.2841758887,1,1,0
38676.9298511425,74611.3807624371,40,2,13,2,756398.996877105,17,280825.6078741846,0,1,0
61485.065232410445,44985.44252804773,37,3,8,2,358086.9915363429,10,472692.4463516094,1,1,0
132341.300547116,0.0,46,1,6,5,430125.46057482145,24,156357.4604311365,0,1,0
119205.77876802172,0.0,51,4,15,7,137907.56636004185,16,11588.149108175516,0,1,0
142880.26452900085,0.0,52,3,8,3,541672.0559928383,2,25270.202313945945,0,1,0
84336.24645827292,0.0,76,3,10,8,0.0,4,215463.88467377026,1,1,0
134719.24501941708,0.0,66,2,13,5,163572.7183533794,2,285140.82194051467,1,1,0
45305.18924540348,51491.719496586375,24,3,17,7,126440.41147072395,9,412655.65897930675,1,1,0
101021.40522339808,0.0,59,0,5,1,625732.598910025,26,493393.8322182197,0,1,0
92518.13897537673,0.0,43,1,7,8,0.0,2,22651.676233537364,0,1,0
37814.72856377765,34978.052901457544,50,4,15,2,663756.3134422824,17,69890.4928861776,0,1,0
141077.9356188987,0.0,40,1,13,4,437489.8622523947,17,414144.69297868793,0,1,0
89204.17788386393,0.0,65,4,10,7,131574.88332438242,12,165619.7967894613,1,1,0
34248.59663387196,41240.52020741746,39,0,20,7,76553.04369857213,21,391451.9957157107,1,1,0
120901.06327236937,0.0,56,1,2,7,67051.20617466593,21,360591.4176245622,0,1,0
120698.79687839543,0.0,44,1,8,0,858056.2171233009,23,54947.76066684842,0,1,0
22461.857775859633,33526.93625843914,29,3,7,6,200363.90092219753,20,460260.47494860535,1,1,0
133466.30215860164,0.0,67,0,5,8,0.0,11,499061.4342027411,1,1,0
82188.22783464214,0.0,44,2,6,7,141212.41609240105,11,273136.6096224151,0,1,0
107862.91495232785,0.0,75,2,20,7,69226.41691367135,8,139503.19796087834,1,1,0
58804.89095473821,80611.41597455961,39,2,7,7,81704.0745018448,12,280243.7951181098,1,1,0
141483.10060354095,0.0,66,2,10,1,751433.7627115515,18,189847.09268719124,1,1,0
147420.8698517771,0.0,72,2,5,4,216826.5947330902,23,39514.71800492518,1,1,0
140121.25214568447,0.0,61,2,16,3,351034.00360029825,18,135566.3609989879,1,1,0
93062.34255807303,0.0,37,1,4,3,371229.0192051434,22,452592.0954757984,1,1,0
49337.31401661629,27462.741985446457,26,3,11,7,60054.49047773479,25,68733.51709984777,1,1,0
145387.43973930055,0.0,79,1,14,7,97744.85204408965,7,377955.5297043697,1,1,0
57341.85488337129,31406.15059764939,23,0,19,3,517576.1384468023,24,425166.55078779673,1,1,0
24848.772054313595,79110.31613595677,46,1,2,6,257592.12597516758,6,468304.3723888814,0,1,0
145077.07941083453,0.0,79,2,2,0,638713.7685296646,20,53650.345386769,1,1,0
147789.20548823083,0.0,38,3,18,8,0.0,5,425529.8692889983,1,1,0
80842.69997081772,0.0,32,0,11,2,738671.5402852645,21,128632.44011475955,1,1,0
44205.87898664881,65246.342161919274,70,2,19,3,337747.4569192324,28,319362.8970423443,1,1,0
72713.74871960786,42077.743773505455,40,0,13,1,479346.840733138,5,238727.04924494648,0,1,0
141657.3003101805,0.0,20,2,13,3,473367.76090322674,9,477017.4113274563,1,1,0
59252.959159909915,64216.189630074805,20,2,12,3,281062.16590026807,4,232697.4954709647,1,1,0
40763.18727958321,61455.521491833286,79,2,4,4,347017.56124086806,8,109564.30046767196,1,1,0
37363.941685584534,21488.91735168844,67,4,12,6,240388.14537113087,30,235414.03843965573,1,1,0
89877.29940011611,0.0,62,1,8,1,717854.6593541173,17,351883.0625779363,1,1,0
30153.353879167225,52312.654170510614,23,4,17,3,536350.8371139322,5,82268.57829137752,1,1,0
131083.18096134363,0.0,48,0,7,7,59094.16444516878,17,222741.34609361025,0,1,0
27232.65475739686,19895.825486582424,46,3,19,0,847037.7591990131,22,403457.67627719627,0,1,0
114026.4103772503,0.0,45,2,1,3,539155.6325295178,2,211848.69238931258,0,1,0
111050.03415263286,0.0,54,0,3,7,53173.4871023079,14,89990.66341285428,0,1,0
37605.75264362691,58114.37501292673,66,3,12,6,189707.42653253715,30,453383.6557622863,1,1,0
68833.91939425838,61204.7765576156,62,4,5,5,185589.95018558268,18,196529.3158920204,1,1,0
36555.12135193912,83404.3282769752,73,0,1,4,385201.56047791196,24,272222.6695125104,1,1,0
89151.36910457864,0.0,72,1,8,7,84615.97349876267,9,94240.2256183712,1,1,0
133777.06270108453,0.0,68,0,2,6,222984.64144178247,30,441878.31092268723,1,1,0
22033.953527261445,25456.12163876606,26,4,2,7,109778.48967315527,23,436106.20889319596,1,1,0
51815.43965839103,13317.754754199836,48,1,18,3,627192.8543736422,25,28222.017512230468,0,1,0
85506.4603623215,0.0,38,1,19,5,323242.44439136464,25,336265.9507184568,1,1,0
61686.46500108781,32632.332635815244,29,4,8,6,160100.19075148393,2,278359.0590526173,1,1,0
96916.72589155141,0.0,67,1,14,8,0.0,12,470793.2049159559,1,1,0
107274.5282169439,0.0,70,4,11,6,181651.83536591768,10,188230.09425356603,1,1,0
118074.0926409563,0.0,50,1,8,4,543016.4954292083,5,402888.0799674435,0,1,0
138916.3525960677,0.0,55,3,14,8,0.0,13,121429.25804479288,0,1,0
46433.77529780707,58502.93886609585,79,3,12,1,724944.875443051,27,95240.80921536915,1,1,0
54900.006421147555,60525.394047593385,58,0,3,3,652325.3089252725,19,362152.6199260746,0,1,0
92650.56191542854,0.0,50,1,11,4,582807.9042106692,1,105903.88602450401,0,1,0
44703.08069191933,65610.64022629496,67,3,8,3,448316.0298881175,8,276039.6462739073,1,1,0
120816.80466829013,0.0,44,3,18,5,242526.6852860785,12,256408.27001188675,0,1,0
84646.04810312783,0.0,26,3,11,3,435352.4607156292,14,22857.72399054736,1,1,0
132331.0293910327,0.0,67,1,1,4,421324.62541686965,19,289571.46301870025,1,1,0
74285.14956217256,21430.855763810745,41,1,13,3,499650.7411846612,21,471732.2725238152,0,1,0
63883.35692474602,67252.04692497398,51,3,15,2,739663.3422150114,12,84632.85543009086,0,1,0
113640.75899907218,0.0,51,1,18,0,819155.5323232635,27,423348.6915913612,0,1,0
142874.45445611677,0.0,62,0,1,6,127498.30609939204,21,115716.69603872276,1,1,0
111932.04328144978,0.0,20,1,17,7,87320.06926868118,20,318864.2958803278,1,1,0
141407.48374274012,0.0,78,3,16,0,405289.8855937271,18,205669.25410870824,1,1,0
22174.39918834189,64164.45412192907,54,2,1,8,0.0,22,215286.60433801895,0,1,0
142162.54866324767,0.0,31,0,4,8,0.0,7,309890.4212059676,1,1,0
52814.36552090845,36583.082564542856,70,3,3,5,437789.338244559,15,282501.09122398455,1,1,0
148730.29411316453,0.0,34,2,3,0,474800.4043416875,13,188584.7842421436,1,1,0
81880.66301714585,0.0,60,0,6,1,699900.8751789544,14,322453.62097165105,1,1,0
