salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block,scenario,base_concept,chunk_size
94103.01954132807,0.0,26,0,18,3,600000,5,471270.2723068677,1,1,recurrent_feature_drift,0,500
112365.9663325696,0.0,59,4,1,8,100000,22,49001.28124419309,0,1,recurrent_feature_drift,0,500
55365.795100332354,25971.79389202268,41,1,9,8,100000,29,450148.13499841664,0,1,recurrent_feature_drift,0,500
148472.96167954552,0.0,30,3,18,6,300000,4,38231.84194234943,1,1,recurrent_feature_drift,0,500
38790.153704211,19636.26252104744,39,2,2,5,400000,8,336430.6641844831,1,1,recurrent_feature_drift,0,500
51836.59958406495,22580.538213151176,71,1,14,0,900000,30,168274.92319137318,1,1,recurrent_feature_drift,0,500
35078.43249255043,75000.0,74,3,8,3,0,15,173401.65877260867,1,1,recurrent_feature_drift,0,500
30113.47736568783,67581.63596905129,43,4,13,8,100000,1,57237.1175495664,0,1,recurrent_feature_drift,0,500
114229.05579873586,0.0,40,3,20,8,100000,29,287878.0534877059,0,1,recurrent_feature_drift,0,500
113832.3497017431,0.0,67,1,12,6,300000,22,460067.9428233599,1,1,recurrent_feature_drift,0,500
106588.27915014552,0.0,40,3,10,8,100000,14,330443.24912637577,0,1,recurrent_feature_drift,0,500
128174.39103496724,0.0,39,2,7,6,300000,20,330357.8766853019,1,1,recurrent_feature_drift,0,500
124536.45250322192,0.0,30,0,10,8,100000,20,163660.0586174058,1,1,recurrent_feature_drift,0,500
23903.061464135957,28212.36281348684,50,4,3,7,200000,21,291557.75547962694,0,1,recurrent_feature_drift,0,500
130641.15877095134,0.0,76,0,14,3,600000,23,260956.4024958295,1,1,recurrent_feature_drift,0,500
106567.88997483702,0.0,55,4,11,7,200000,24,449348.9249664357,0,1,recurrent_feature_drift,0,500
77627.63283607225,0.0,68,1,9,8,100000,8,136706.07605473776,1,1,recurrent_feature_drift,0,500
37480.2634763132,26963.49568598274,64,1,7,1,800000,11,273565.1630429078,1,1,recurrent_feature_drift,0,500
131106.03001581036,0.0,68,4,13,7,200000,12,152222.02945137952,1,1,recurrent_feature_drift,0,500
123237.7022320499,0.0,77,1,16,3,600000,16,14357.924137377004,1,1,recurrent_feature_drift,0,500
36450.92688991753,56084.64209659007,21,3,19,0,900000,14,70475.81353927361,1,1,recurrent_feature_drift,0,500
70545.58410318111,66205.6852134451,73,3,9,1,800000,24,272311.69188960234,1,1,recurrent_feature_drift,0,500
143679.1554028697,0.0,32,0,20,2,700000,16,331837.47529216314,1,1,recurrent_feature_drift,0,500
98922.86226877832,0.0,67,0,6,4,500000,1,460496.9734263353,1,1,recurrent_feature_drift,0,500
97728.9357552614,0.0,73,1,4,4,0,20,402582.89082162944,1,1,recurrent_feature_drift,0,500
30139.01987866242,58835.24529107829,20,3,16,1,800000,12,315451.77595821867,1,1,recurrent_feature_drift,0,500
126057.86492551243,0.0,54,3,15,6,300000,19,133120.52102104275,0,1,recurrent_feature_drift,0,500
79954.19575722929,0.0,59,3,11,0,900000,11,94600.01021608135,0,1,recurrent_feature_drift,0,500
55400.79899179199,10730.254626920198,80,1,3,3,0,16,276419.91424401075,1,1,recurrent_feature_drift,0,500
72731.51309385977,28027.915977111494,62,4,12,7,200000,12,210407.78899199443,1,1,recurrent_feature_drift,0,500
45936.26087979985,18998.633523970155,54,1,7,3,0,9,360547.9993080097,0,1,recurrent_feature_drift,0,500
45015.146745163904,11240.358095842494,54,1,9,0,0,18,143496.61317119765,0,1,recurrent_feature_drift,0,500
81309.01236789151,0.0,41,1,2,4,0,16,54173.41356281395,0,1,recurrent_feature_drift,0,500
125729.36270690088,0.0,80,2,3,3,600000,25,211818.3407508248,1,1,recurrent_feature_drift,0,500
59429.60434691998,54302.55494361131,47,2,19,0,900000,24,50538.89686068364,0,1,recurrent_feature_drift,0,500
40685.65484175189,40579.058673831154,64,4,16,4,500000,10,356042.57175114495,1,1,recurrent_feature_drift,0,500
105300.38239048756,0.0,79,1,14,1,800000,21,75232.15940263697,1,1,recurrent_feature_drift,0,500
128257.94964428454,0.0,78,2,15,1,800000,10,345558.14208358474,1,1,recurrent_feature_drift,0,500
76911.45157477,0.0,41,4,9,0,900000,22,415910.11757730495,0,1,recurrent_feature_drift,0,500
25991.432213699893,67329.9340878272,50,4,15,4,500000,19,214080.17124651608,0,1,recurrent_feature_drift,0,500
40474.70741826008,41484.62187893568,51,2,13,8,100000,3,159860.8373210361,0,1,recurrent_feature_drift,0,500
90835.70032321585,0.0,45,0,7,8,100000,25,247912.9817086147,0,1,recurrent_feature_drift,0,500
134817.69013913188,0.0,51,0,1,3,0,10,275769.180939543,0,1,recurrent_feature_drift,0,500
34376.95716868818,72477.3826326122,51,2,17,4,500000,16,492576.9686902444,0,1,recurrent_feature_drift,0,500
131606.1578123698,0.0,37,3,11,8,100000,1,136650.8007020676,1,1,recurrent_feature_drift,0,500
89723.02262732643,0.0,42,2,18,8,100000,30,164541.98787246514,0,1,recurrent_feature_drift,0,500
27128.05411109996,65634.47948250048,65,3,13,2,700000,2,66615.09963968083,1,1,recurrent_feature_drift,0,500
22076.64018613234,21006.443845874117,75,1,3,7,200000,9,167884.2022653978,1,1,recurrent_feature_drift,0,500
62761.512808619416,64550.46059156681,68,3,18,0,900000,8,318163.42275083845,1,1,recurrent_feature_drift,0,500
132672.2314783859,0.0,48,1,10,0,900000,26,29956.76196114964,0,1,recurrent_feature_drift,0,500
43286.738371567735,22810.372170955445,59,3,20,3,600000,19,76461.78851996531,0,1,recurrent_feature_drift,0,500
108500.78693003432,0.0,30,0,15,5,0,10,317189.7747677943,1,1,recurrent_feature_drift,0,500
84065.58895594542,0.0,35,3,19,5,400000,23,148620.8338509003,1,1,recurrent_feature_drift,0,500
116614.15196966378,0.0,23,4,16,4,0,8,304659.71631358576,1,1,recurrent_feature_drift,0,500
105644.27393548485,0.0,73,1,4,0,900000,15,15492.635699923136,1,1,recurrent_feature_drift,0,500
47206.67465481334,69565.90498821426,77,2,17,8,100000,27,85539.8796238899,1,1,recurrent_feature_drift,0,500
79758.75136707474,0.0,24,1,8,6,300000,26,277049.94553037937,1,1,recurrent_feature_drift,0,500
117285.7697515755,0.0,37,4,13,5,400000,8,236821.10811488325,1,1,recurrent_feature_drift,0,500
102627.03724514466,0.0,49,2,14,1,800000,2,151893.30727646465,0,1,recurrent_feature_drift,0,500
107096.39171459786,0.0,67,4,14,2,0,21,48700.968794656736,1,1,recurrent_feature_drift,0,500
78781.71295232319,0.0,80,1,12,1,0,12,267257.37121555407,1,1,recurrent_feature_drift,0,500
129232.37920807731,0.0,49,0,7,0,900000,11,117559.50233102776,0,1,recurrent_feature_drift,0,500
48537.17858195036,75000.0,41,1,20,0,900000,5,491094.35041176336,0,1,recurrent_feature_drift,0,500
122746.45239646731,0.0,57,2,1,2,700000,5,369304.7471445996,0,1,recurrent_feature_drift,0,500
32930.19426799606,47760.57821823448,80,4,2,8,100000,21,487122.72931642696,1,1,recurrent_feature_drift,0,500
29975.148184884787,15904.461524273473,58,1,3,2,700000,21,290771.1533567024,0,1,recurrent_feature_drift,0,500
123967.00364346708,0.0,27,4,7,6,300000,8,206460.3685312796,1,1,recurrent_feature_drift,0,500
53480.34996727879,75000.0,63,3,3,1,0,3,214925.86416633253,1,1,recurrent_feature_drift,0,500
105921.16183086945,0.0,46,2,14,0,0,20,159582.79000720804,0,1,recurrent_feature_drift,0,500
66135.88158937794,51878.15165493432,27,2,19,3,0,28,282219.62822418177,1,1,recurrent_feature_drift,0,500
110980.17030211062,0.0,21,1,9,4,0,12,2029.323507817912,1,1,recurrent_feature_drift,0,500
23458.00232936996,66532.21180158907,33,3,14,7,200000,12,157521.50227749956,1,1,recurrent_feature_drift,0,500
25927.42399506993,16027.502288310743,48,3,16,7,200000,7,378414.7220621447,0,1,recurrent_feature_drift,0,500
26452.814182189155,39371.03597715484,58,0,1,3,600000,7,378910.50456075126,0,1,recurrent_feature_drift,0,500
88953.53580779776,0.0,34,4,18,5,400000,28,368868.85120855726,1,1,recurrent_feature_drift,0,500
72727.42485789135,58442.25886556164,39,0,13,0,0,6,398390.19080428313,1,1,recurrent_feature_drift,0,500
95965.066555439,0.0,53,0,13,4,500000,8,171003.23043062893,0,1,recurrent_feature_drift,0,500
64536.75122808682,64890.33101960207,71,1,8,1,800000,7,86731.91777226227,1,1,recurrent_feature_drift,0,500
93073.39705277787,0.0,57,3,19,5,0,21,156414.93894532628,0,1,recurrent_feature_drift,0,500
66801.42266743122,16026.180595889493,49,3,2,0,900000,10,40267.142387216,0,1,recurrent_feature_drift,0,500
124017.89748555554,0.0,77,0,15,3,600000,16,257175.66678024645,1,1,recurrent_feature_drift,0,500
30653.70618674413,58177.29348797768,22,1,15,7,200000,20,83079.82864932947,1,1,recurrent_feature_drift,0,500
104931.73509097136,0.0,25,2,4,8,100000,10,120773.92814174142,1,1,recurrent_feature_drift,0,500
105714.7390033741,0.0,78,2,10,6,300000,23,468485.3880719477,1,1,recurrent_feature_drift,0,500
127063.49537037524,0.0,67,4,3,6,300000,1,178038.57497403093,1,1,recurrent_feature_drift,0,500
38478.60430282672,16276.69192687129,74,0,17,8,100000,29,259825.052478427,1,1,recurrent_feature_drift,0,500
111795.5512914676,0.0,59,1,15,0,900000,22,359225.1250060638,0,1,recurrent_feature_drift,0,500
50608.09412393613,75000.0,70,3,7,5,400000,19,494973.0568518499,1,1,recurrent_feature_drift,0,500
124921.77001419704,0.0,28,2,2,7,200000,18,462710.15692807664,1,1,recurrent_feature_drift,0,500
79503.86896755324,0.0,53,1,14,1,0,8,406057.4017021784,0,1,recurrent_feature_drift,0,500
69044.20530822678,15520.201939280278,35,0,11,1,0,21,170716.9863216961,1,1,recurrent_feature_drift,0,500
82048.8573377695,0.0,59,0,3,0,900000,27,71526.60585649167,0,1,recurrent_feature_drift,0,500
35870.24397650144,28054.504184103786,60,4,15,1,800000,29,245333.07654755545,1,1,recurrent_feature_drift,0,500
66617.83902102159,52809.6880671603,30,0,17,5,400000,17,270086.6089074182,1,1,recurrent_feature_drift,0,500
69098.56363690723,66382.42697157295,42,0,12,3,0,21,52799.79144706029,0,1,recurrent_feature_drift,0,500
128774.0698284035,0.0,62,3,16,2,0,3,361712.1462658692,1,1,recurrent_feature_drift,0,500
60881.28445715239,33620.785257338845,45,4,16,4,500000,21,93895.01345245338,0,1,recurrent_feature_drift,0,500
135473.00355883018,0.0,67,3,13,5,0,16,346488.9700803325,1,1,recurrent_feature_drift,0,500
75249.68234119224,0.0,72,1,18,4,500000,3,164330.8896667737,1,1,recurrent_feature_drift,0,500
77030.84941889737,0.0,66,2,20,6,300000,26,475741.7217778884,1,1,recurrent_feature_drift,0,500
143461.59843702175,0.0,29,4,15,0,900000,8,390315.8798903889,1,1,recurrent_feature_drift,0,500
142501.45284316054,0.0,44,3,3,2,700000,13,157693.60001674885,0,1,recurrent_feature_drift,0,500
140194.00511547868,0.0,27,2,9,7,200000,20,141932.7345041186,1,1,recurrent_feature_drift,0,500
137875.90383761498,0.0,48,0,11,5,400000,18,272348.6684892017,0,1,recurrent_feature_drift,0,500
121838.43677284352,0.0,52,1,4,3,0,8,395867.5076247207,0,1,recurrent_feature_drift,0,500
99431.61886276942,0.0,25,0,10,6,0,24,236822.8172837569,1,1,recurrent_feature_drift,0,500
28351.275888292428,44941.2128939636,53,2,5,8,100000,6,380431.82380968885,0,1,recurrent_feature_drift,0,500
42374.94918674768,75000.0,34,2,17,4,0,9,99371.73549363768,1,1,recurrent_feature_drift,0,500
98267.08152819144,0.0,56,1,6,5,0,19,17617.877176796646,0,1,recurrent_feature_drift,0,500
48129.01444859049,53150.77827700919,59,0,16,8,100000,10,241391.52672848623,0,1,recurrent_feature_drift,0,500
84134.00105213754,0.0,33,2,20,2,700000,23,160281.4684012547,1,1,recurrent_feature_drift,0,500
33685.47634396458,28280.33024764819,27,2,15,3,600000,2,144753.40653388877,1,1,recurrent_feature_drift,0,500
94673.68324129826,0.0,39,1,6,7,200000,15,253436.87221129463,0,1,recurrent_feature_drift,0,500
47644.793088672326,36964.324114420815,23,2,16,7,200000,1,424252.9842054301,1,1,recurrent_feature_drift,0,500
94210.2007169954,0.0,32,2,18,4,500000,17,221383.9116269946,1,1,recurrent_feature_drift,0,500
30900.72129112482,37390.46338048159,41,4,12,2,700000,17,199121.6084833956,0,1,recurrent_feature_drift,0,500
135580.51342497108,0.0,28,2,20,5,400000,20,369912.1269482132,1,1,recurrent_feature_drift,0,500
60040.66900277956,71349.20111806998,43,2,4,6,300000,26,454375.2029892455,0,1,recurrent_feature_drift,0,500
96023.13745431056,0.0,34,0,19,7,200000,21,361342.9607544036,1,1,recurrent_feature_drift,0,500
110917.191943037,0.0,32,0,15,5,400000,14,346783.46300961624,1,1,recurrent_feature_drift,0,500
27781.31971723943,20399.25161783595,33,4,11,7,200000,11,480247.4892030421,1,1,recurrent_feature_drift,0,500
123878.79205668658,0.0,37,4,16,3,0,9,275673.3044758962,1,1,recurrent_feature_drift,0,500
110705.76582489233,0.0,40,3,12,8,100000,26,360249.6235299763,0,1,recurrent_feature_drift,0,500
64779.88793185899,67663.2018254528,29,2,2,4,0,3,178705.71915952527,1,1,recurrent_feature_drift,0,500
109506.60289599613,0.0,28,0,20,3,600000,22,452397.1880831568,1,1,recurrent_feature_drift,0,500
108453.17835418116,0.0,28,0,18,2,700000,30,439340.53567469056,1,1,recurrent_feature_drift,0,500
28661.454232006665,67231.95872346166,61,4,8,8,100000,28,473792.8584640925,1,1,recurrent_feature_drift,0,500
72765.47249057007,46873.72244718689,80,2,2,0,900000,20,59063.64675302638,1,1,recurrent_feature_drift,0,500
129969.73293903407,0.0,49,2,7,1,800000,24,230462.06355057744,0,1,recurrent_feature_drift,0,500
117419.13334215496,0.0,32,4,13,6,300000,3,195438.45304645956,1,1,recurrent_feature_drift,0,500
68608.76743805714,43008.856437629176,37,2,10,0,900000,12,350896.4467128429,1,1,recurrent_feature_drift,0,500
111555.87950082328,0.0,39,0,10,5,400000,8,479985.4655961552,1,1,recurrent_feature_drift,0,500
137949.87849542382,0.0,68,4,7,3,600000,20,435990.9171702177,1,1,recurrent_feature_drift,0,500
28001.132514553112,51308.07746264065,52,1,19,8,100000,11,427132.7230244238,0,1,recurrent_feature_drift,0,500
27454.26509470122,19760.55880952166,46,3,19,0,900000,22,398292.8838047005,0,1,recurrent_feature_drift,0,500
65607.34027382323,15403.826678807573,23,0,16,0,900000,6,381900.4464285979,1,1,recurrent_feature_drift,0,500
131895.6416143388,0.0,78,3,13,1,0,22,434781.6433100661,1,1,recurrent_feature_drift,0,500
36860.813231664026,75000.0,73,0,1,4,500000,24,276988.3155717493,1,1,recurrent_feature_drift,0,500
113358.677377231,0.0,27,0,14,0,900000,3,53313.83130697695,1,1,recurrent_feature_drift,0,500
72757.31697844183,27340.020691847072,33,0,5,8,100000,8,405741.9601127433,1,1,recurrent_feature_drift,0,500
39871.703489647225,59679.72286474857,34,3,10,4,500000,19,444410.3489224184,1,1,recurrent_feature_drift,0,500
107665.26633374597,0.0,70,4,11,6,300000,10,191706.62937962345,1,1,recurrent_feature_drift,0,500
124492.22228432844,0.0,78,0,18,6,300000,18,264317.20966318605,1,1,recurrent_feature_drift,0,500
69344.66734677521,49767.27750815376,73,1,2,4,500000,20,302146.7778790044,1,1,recurrent_feature_drift,0,500
134070.66739057118,0.0,41,2,1,3,0,24,54105.447670300666,0,1,recurrent_feature_drift,0,500
138676.10607232875,0.0,55,2,10,6,300000,21,183715.59160107336,0,1,recurrent_feature_drift,0,500
80435.69313317668,0.0,73,2,7,5,400000,2,283866.74085211224,1,1,recurrent_feature_drift,0,500
73411.13521942084,21773.22457717696,41,1,13,3,600000,21,471042.37217266863,0,1,recurrent_feature_drift,0,500
116641.1501916738,0.0,43,1,5,8,100000,30,439813.1873331397,0,1,recurrent_feature_drift,0,500
125629.53783574596,0.0,23,0,14,2,0,8,35495.79333117791,1,1,recurrent_feature_drift,0,500
140154.40653399797,0.0,78,3,16,0,900000,18,206124.5899845925,1,1,recurrent_feature_drift,0,500
111086.4513050434,0.0,47,1,4,1,800000,8,95757.1688810806,0,1,recurrent_feature_drift,0,500
71902.93317769196,52252.02547113325,64,1,10,1,0,28,328043.02249262686,1,1,recurrent_feature_drift,0,500
29666.14835667412,73878.2865482807,61,2,19,1,0,30,16167.965998582406,1,1,recurrent_feature_drift,0,500
141343.23682684082,0.0,77,4,19,0,900000,28,154427.21385020288,1,1,recurrent_feature_drift,0,500
30440.37007741385,22429.872507142107,34,4,13,8,100000,25,363161.50993871066,1,1,recurrent_feature_drift,0,500
49940.45019071719,16341.73013441392,58,4,20,6,300000,11,15741.695826141482,0,1,recurrent_feature_drift,0,500
107724.82195744524,0.0,62,3,3,4,0,23,35849.56477251517,1,1,recurrent_feature_drift,0,500
66174.86831858975,16797.52893234582,80,2,15,5,400000,4,64727.68729772063,1,1,recurrent_feature_drift,0,500
33067.51177182749,55380.05468117783,41,3,1,4,500000,25,42318.42212857252,0,1,recurrent_feature_drift,0,500
38629.76911549227,32404.30728910654,52,1,3,2,700000,14,149807.25647920035,0,1,recurrent_feature_drift,0,500
80601.53681967022,0.0,28,2,1,6,300000,20,191655.6113225804,1,1,recurrent_feature_drift,0,500
98572.3126809662,0.0,39,2,20,3,600000,6,481102.5193086092,1,1,recurrent_feature_drift,0,500
51652.15760623041,38440.37409738015,72,3,12,1,0,7,299403.25598181103,1,1,recurrent_feature_drift,0,500
77302.96528099352,0.0,38,0,14,7,200000,10,126421.2271245218,1,1,recurrent_feature_drift,0,500
82754.10881288028,0.0,45,4,17,6,300000,26,480638.848504142,0,1,recurrent_feature_drift,0,500
52077.39177143566,59215.75364436097,30,4,2,6,300000,11,482828.42419525184,1,1,recurrent_feature_drift,0,500
94079.60904929672,0.0,49,2,13,7,200000,19,349356.2889468314,0,1,recurrent_feature_drift,0,500
31047.753087536377,72317.8421436073,66,1,12,4,500000,26,101592.15893126484,1,1,recurrent_feature_drift,0,500
125522.48531949113,0.0,27,0,11,1,0,6,464294.1509300598,1,1,recurrent_feature_drift,0,500
81047.16937137877,0.0,71,3,6,2,700000,14,193681.2994417573,1,1,recurrent_feature_drift,0,500
47382.18039918984,30820.67783752496,65,0,19,1,0,18,94622.58451679336,1,1,recurrent_feature_drift,0,500
96905.6008047679,0.0,59,3,19,1,800000,28,231481.61438782548,0,1,recurrent_feature_drift,0,500
107522.86755016418,0.0,40,0,8,4,500000,12,343290.8316250758,0,1,recurrent_feature_drift,0,500
103523.36951826354,0.0,64,1,18,2,700000,5,93683.01861496049,1,1,recurrent_feature_drift,0,500
45039.32852579446,38363.24272375296,55,4,16,6,300000,14,348437.5153976537,0,1,recurrent_feature_drift,0,500
48718.57903991541,31706.31129731193,70,3,19,7,200000,4,289262.94800494745,1,1,recurrent_feature_drift,0,500
76825.84475040766,0.0,33,3,4,3,600000,2,229081.6883637163,1,1,recurrent_feature_drift,0,500
51534.2253473745,71199.77640433713,57,2,20,6,300000,5,389840.14651789656,0,1,recurrent_feature_drift,0,500
147542.84482689603,0.0,38,2,19,4,0,17,497392.39787639794,1,1,recurrent_feature_drift,0,500
149652.88384702694,0.0,75,1,5,3,600000,11,412574.6151646509,1,1,recurrent_feature_drift,0,500
73494.8403633577,44484.70949380232,60,0,13,8,100000,23,472150.4062244394,1,1,recurrent_feature_drift,0,500
114736.9765128726,0.0,49,2,3,8,100000,14,406721.7103072415,0,1,recurrent_feature_drift,0,500
129876.34737490363,0.0,71,2,2,0,900000,26,424566.575607386,1,1,recurrent_feature_drift,0,500
76028.84009344337,0.0,64,1,10,2,0,29,133706.58032013229,1,1,recurrent_feature_drift,0,500
70689.99082842503,33034.976709210685,64,1,14,1,0,1,106124.5878415222,1,1,recurrent_feature_drift,0,500
34513.72314990011,74282.87888952624,64,1,16,1,800000,3,370293.02479024976,1,1,recurrent_feature_drift,0,500
38015.58546852221,75000.0,29,0,17,0,900000,6,223198.46083978147,1,1,recurrent_feature_drift,0,500
30348.6777835163,17244.941389851207,68,0,19,6,300000,14,158247.62774956963,1,1,recurrent_feature_drift,0,500
120800.8194802107,0.0,64,0,10,3,600000,17,91269.0714491232,1,1,recurrent_feature_drift,0,500
71228.35715744879,27602.709415343248,60,4,3,8,100000,1,495049.6774162287,1,1,recurrent_feature_drift,0,500
118185.01992050235,0.0,69,0,1,1,800000,7,18483.21004813545,1,1,recurrent_feature_drift,0,500
75188.97795523897,63252.40529642466,25,4,18,2,700000,10,42029.86415656452,1,1,recurrent_feature_drift,0,500
103753.1633308932,0.0,62,0,10,6,300000,28,115339.41743120029,1,1,recurrent_feature_drift,0,500
106853.05094385354,0.0,62,1,4,0,0,23,3423.7837047430744,1,1,recurrent_feature_drift,0,500
67429.210810409,66509.24902969497,75,2,4,0,900000,14,134946.3019432213,1,1,recurrent_feature_drift,0,500
85940.50827139006,0.0,56,1,12,2,700000,4,450412.8605285994,0,1,recurrent_feature_drift,0,500
22502.498472580886,13726.841783860393,43,3,5,2,0,28,21792.099743412837,0,1,recurrent_feature_drift,0,500
62350.81470755328,72575.6126895639,57,2,4,8,100000,2,87482.09036071842,0,1,recurrent_feature_drift,0,500
130442.81990394252,0.0,40,0,18,7,200000,7,149571.37159728786,0,1,recurrent_feature_drift,0,500
149089.25382328068,0.0,69,1,18,3,600000,30,209323.02197148497,1,1,recurrent_feature_drift,0,500
21635.73343477948,59912.11576995744,74,2,4,3,600000,8,207787.436476044,1,1,recurrent_feature_drift,0,500
130547.45327637394,0.0,45,2,15,1,800000,17,71579.49513772574,0,1,recurrent_feature_drift,0,500
50063.20990019199,29938.238496480277,40,3,11,5,400000,8,37290.53218872959,0,1,recurrent_feature_drift,0,500
71919.43572831,50436.21247758744,69,1,15,4,500000,28,62968.21221597628,1,1,recurrent_feature_drift,0,500
63753.105478589365,16231.374505717533,35,2,13,8,100000,10,127618.04192230414,1,1,recurrent_feature_drift,0,500
79147.8142413596,0.0,71,1,4,0,900000,25,491793.6802083773,1,1,recurrent_feature_drift,0,500
94952.3174432909,0.0,36,0,1,1,800000,21,217730.70311628617,1,1,recurrent_feature_drift,0,500
79255.54893066888,0.0,30,4,14,6,300000,13,344776.55339190667,1,1,recurrent_feature_drift,0,500
24182.337934658262,55966.64798571387,35,2,16,6,300000,16,32677.3206079848,1,1,recurrent_feature_drift,0,500
125221.9093098403,0.0,70,0,13,5,400000,26,240578.57569469983,1,1,recurrent_feature_drift,0,500
48197.31315966372,75000.0,69,2,2,7,200000,25,295262.1870966316,1,1,recurrent_feature_drift,0,500
114527.87316715416,0.0,68,1,19,6,300000,27,495034.0702935436,1,1,recurrent_feature_drift,0,500
97576.16248396596,0.0,66,2,19,2,700000,7,412302.99722210376,1,1,recurrent_feature_drift,0,500
26246.65002898151,55406.72790587968,22,4,16,0,900000,20,95910.9959245196,1,1,recurrent_feature_drift,0,500
97679.73640100053,0.0,78,1,4,8,100000,3,183816.07495623527,1,1,recurrent_feature_drift,0,500
41726.95503005847,75000.0,70,3,11,2,0,18,344668.4982173134,1,1,recurrent_feature_drift,0,500
108414.95189990057,0.0,28,1,1,6,300000,25,479555.77525246015,1,1,recurrent_feature_drift,0,500
92893.97193766068,0.0,79,3,5,5,400000,8,174302.56091159795,1,1,recurrent_feature_drift,0,500
114306.16141930384,0.0,41,3,1,4,500000,23,37830.15473966709,0,1,recurrent_feature_drift,0,500
146154.41618637147,0.0,76,3,16,6,300000,13,47854.98817861204,1,1,recurrent_feature_drift,0,500
30406.644672336737,72991.36214522674,37,0,11,4,0,3,168055.8378053178,1,1,recurrent_feature_drift,0,500
147890.85414721942,0.0,76,3,1,6,300000,6,303733.7275306918,1,1,recurrent_feature_drift,0,500
92855.33784042174,0.0,79,4,9,4,500000,4,24431.59425559549,1,1,recurrent_feature_drift,0,500
59983.3161356797,59617.15879722476,58,3,7,1,800000,6,322937.6347033191,0,1,recurrent_feature_drift,0,500
54079.44740408332,57832.39974307691,44,1,12,6,300000,15,24484.18287174031,0,1,recurrent_feature_drift,0,500
32600.37188137733,60715.90405762585,71,4,14,3,600000,27,190831.9009586268,1,1,recurrent_feature_drift,0,500
57720.83065670292,40194.35865203019,74,0,17,8,100000,22,488667.5606290128,1,1,recurrent_feature_drift,0,500
45541.097670379706,13600.239318163933,25,3,7,2,0,9,162671.7544672671,1,1,recurrent_feature_drift,0,500
87099.5175872392,0.0,78,0,20,8,100000,4,209718.1865517982,1,1,recurrent_feature_drift,0,500
92905.68895469022,0.0,26,2,18,5,0,9,189023.2993255753,1,1,recurrent_feature_drift,0,500
97765.404917137,0.0,64,3,2,6,300000,11,344289.9919148624,1,1,recurrent_feature_drift,0,500
124067.10868787536,0.0,39,2,16,1,0,8,67076.71083624619,1,1,recurrent_feature_drift,0,500
103370.14058764976,0.0,31,3,7,6,300000,25,261159.49191657064,1,1,recurrent_feature_drift,0,500
71512.37928498971,67931.72457993428,52,4,1,2,700000,27,100450.9352117454,0,1,recurrent_feature_drift,0,500
82016.44353279432,0.0,45,0,1,3,600000,20,226320.62730589477,0,1,recurrent_feature_drift,0,500
54715.00378601468,72779.50964533944,25,2,1,6,300000,28,284877.82469613926,1,1,recurrent_feature_drift,0,500
22063.88666634597,68663.62186731388,70,0,16,2,700000,20,397440.8595053697,1,1,recurrent_feature_drift,0,500
137363.01316121322,0.0,74,2,15,4,500000,10,339766.8111598552,1,1,recurrent_feature_drift,0,500
