salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block,scenario,base_concept,chunk_size,concept_drift_affected,flip_probability,concept_drift_flipped,salary_threshold,loan_threshold
90386.47375131324,0.0,45,0,7,8,100000,25,247126.8426409776,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
134645.91392005445,0.0,51,0,1,3,0,10,275033.98244312283,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
34604.29973743784,72477.3826326122,51,2,17,4,500000,16,493915.5788531525,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
131799.74668512307,0.0,37,3,11,8,100000,1,137905.44582524122,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
89205.97127314204,0.0,42,2,18,8,100000,30,163644.11986551128,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
26884.06821710907,65634.47948250048,65,3,13,2,700000,2,67227.55168165901,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
22496.21968530977,21006.44384587412,75,1,3,7,200000,9,168080.7110009424,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
62260.36566817073,64550.46059156681,68,3,18,0,900000,8,316917.9867151282,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
133067.3049289027,0.0,48,1,10,0,900000,26,29877.61776603074,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
43306.38497439343,22810.372170955445,59,3,20,3,600000,19,75570.95430024365,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
107892.61838087866,0.0,30,0,15,5,0,10,318316.2836696795,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
84059.70359759794,0.0,35,3,19,5,400000,23,149473.37186897482,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
116422.98383666408,0.0,23,4,16,4,0,8,305741.7828488401,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
105342.239447052,0.0,73,1,4,0,900000,15,15837.29655700399,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
47179.85058370952,69565.90498821426,77,2,17,8,100000,27,85314.53557041836,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
79817.86802732872,0.0,24,1,8,6,300000,26,277342.1655566678,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
117682.33031409468,0.0,37,4,13,5,400000,8,237214.9577971137,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
102583.3339184754,0.0,49,2,14,1,800000,2,151718.7297468915,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
107135.51074877524,0.0,67,4,14,2,0,21,48216.1169426086,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
78882.19176446654,0.0,80,1,12,1,0,12,268454.5279319451,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
129271.71660207944,0.0,49,0,7,0,900000,11,118856.0222854784,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
48178.23593727192,75000.0,41,1,20,0,900000,5,492346.07497525145,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
122563.92184813764,0.0,57,2,1,2,700000,5,370991.4080531667,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
33035.16735998563,47760.57821823448,80,4,2,8,100000,21,486110.09985216666,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
30105.390320346964,15904.461524273473,58,1,3,2,700000,21,291984.3375322967,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
123953.78208764212,0.0,27,4,7,6,300000,8,205032.02129987537,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
53771.60486266018,75000.0,63,3,3,1,0,3,216555.09309156745,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
106071.08588660252,0.0,46,2,14,0,0,20,159697.1980251765,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
66210.14383156935,51878.15165493432,27,2,19,3,0,28,282061.1631540053,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
111112.8974582304,0.0,21,1,9,4,0,12,4384.614828384483,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
23528.81830892168,66532.21180158907,33,3,14,7,200000,12,158363.04364335808,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
25465.04953737096,16027.502288310743,48,3,16,7,200000,7,379142.8974215488,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
26591.075467554823,39371.03597715484,58,0,1,3,600000,7,379966.6206718942,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
89069.8761710971,0.0,34,4,18,5,400000,28,370313.506550231,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
72882.10067027148,58442.25886556164,39,0,13,0,0,6,398094.2419034534,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
95690.41252029734,0.0,53,0,13,4,500000,8,170593.53856236648,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
64516.24596282485,64890.33101960207,71,1,8,1,800000,7,86389.0419061776,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
93128.9961499093,0.0,57,3,19,5,0,21,158983.64481360032,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
66699.53902881558,16026.180595889493,49,3,2,0,900000,10,38908.66430011053,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
124126.39177754972,0.0,77,0,15,3,600000,16,255507.5067473478,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
30632.20231665675,58177.29348797768,22,1,15,7,200000,20,82265.37330640733,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
105063.76868196936,0.0,25,2,4,8,100000,10,121812.91235755548,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
105774.48668806914,0.0,78,2,10,6,300000,23,470702.2637828277,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
126933.3500757602,0.0,67,4,3,6,300000,1,178564.26495636106,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
38304.51193018599,16276.69192687129,74,0,17,8,100000,29,260074.27444448465,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
111290.86368082189,0.0,59,1,15,0,900000,22,357132.8663386792,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
50992.2725858641,75000.0,70,3,7,5,400000,19,495388.80916160106,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
124713.3416802106,0.0,28,2,2,7,200000,18,463749.9003412036,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
79411.53606026417,0.0,53,1,14,1,0,8,407091.2428045405,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
69281.32354353409,15520.201939280278,35,0,11,1,0,21,170233.58950574457,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
82128.90399850161,0.0,59,0,3,0,900000,27,72136.21174852275,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
35934.024709836835,28054.504184103786,60,4,15,1,800000,29,244930.2544781388,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
66610.75722458222,52809.6880671603,30,0,17,5,400000,17,270909.79317929025,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
68742.25895915939,66382.42697157295,42,0,12,3,0,21,53259.88991187195,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
129103.24877111988,0.0,62,3,16,2,0,3,361880.4326542784,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
60655.58946415624,33620.785257338845,45,4,16,4,500000,21,94231.90711010218,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
135288.34922169175,0.0,67,3,13,5,0,16,345279.24216949166,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
75447.59362873298,0.0,72,1,18,4,500000,3,163399.03648179083,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
77021.96278610265,0.0,66,2,20,6,300000,26,475746.29537969007,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
143515.0755464276,0.0,29,4,15,0,900000,8,391048.3073225666,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
142771.65219690185,0.0,44,3,3,2,700000,13,157370.1733995247,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
139843.37092052316,0.0,27,2,9,7,200000,20,142308.86570153295,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
137845.73637633005,0.0,48,0,11,5,400000,18,272462.6808384213,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
121948.86836955184,0.0,52,1,4,3,0,8,395702.9997431389,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
99321.35445439717,0.0,25,0,10,6,0,24,237502.83166223177,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
28676.93825976172,44941.2128939636,53,2,5,8,100000,6,381932.06410690304,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
42242.21897257927,75000.0,34,2,17,4,0,9,99560.83401452674,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
97880.92898937076,0.0,56,1,6,5,0,19,18243.7108392226,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
48197.2785622163,53150.77827700919,59,0,16,8,100000,10,240868.46408691385,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
84221.50767457114,0.0,33,2,20,2,700000,23,159807.99766418626,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
33502.70093628683,28280.33024764819,27,2,15,3,600000,2,143380.3606929627,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
94601.52017950904,0.0,39,1,6,7,200000,15,254046.72050435183,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
47789.18712871495,36964.324114420815,23,2,16,7,200000,1,422591.9989068815,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
94266.2421372791,0.0,32,2,18,4,500000,17,221463.8242271012,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
31373.255939224884,37390.46338048159,41,4,12,2,700000,17,197182.94878379672,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
135585.12926071454,0.0,28,2,20,5,400000,20,371747.0783511565,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
59940.23111257664,71349.20111806998,43,2,4,6,300000,26,454104.1207345107,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
95915.63912689318,0.0,34,0,19,7,200000,21,361317.1203386035,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
110834.69971262771,0.0,32,0,15,5,400000,14,347608.50317194953,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
27991.69236512708,20399.25161783595,33,4,11,7,200000,11,480150.2049939655,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
123759.4832135632,0.0,37,4,16,3,0,9,276116.1033522485,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
111096.72614252026,0.0,40,3,12,8,100000,26,359777.513853554,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
64717.68566224485,67663.2018254528,29,2,2,4,0,3,177511.99638564134,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
109789.01536441928,0.0,28,0,20,3,600000,22,452316.1345461472,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
108491.77733094207,0.0,28,0,18,2,700000,30,438177.882028064,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
28765.53349813541,67231.95872346166,61,4,8,8,100000,28,473306.4079061981,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
72865.07876594357,46873.72244718689,80,2,2,0,900000,20,58035.95040417772,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
130006.65470373632,0.0,49,2,7,1,800000,24,230135.04774039,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
117394.75880854874,0.0,32,4,13,6,300000,3,195484.9245193286,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
68726.1940505654,43008.856437629176,37,2,10,0,900000,12,350335.478909532,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
111405.68750260488,0.0,39,0,10,5,400000,8,480699.6756961698,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
137576.45827363405,0.0,68,4,7,3,600000,20,437209.2164666014,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
27877.33161928393,51308.07746264065,52,1,19,8,100000,11,426697.83061934775,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
27813.182964941865,19760.55880952166,46,3,19,0,900000,22,398910.5743044746,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
65479.90462867914,15403.826678807573,23,0,16,0,900000,6,383310.8274802551,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
132096.41058686486,0.0,78,3,13,1,0,22,436207.44716330286,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
36638.14873403069,75000.0,73,0,1,4,500000,24,276596.77312386106,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
113040.41128512051,0.0,27,0,14,0,900000,3,52853.76733105213,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
72896.44106151946,27340.020691847072,33,0,5,8,100000,8,405910.77273310046,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
39693.95837184614,59679.72286474857,34,3,10,4,500000,19,444272.8095802607,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
107936.01006976304,0.0,70,4,11,6,300000,10,190305.8622284457,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
124460.7903184347,0.0,78,0,18,6,300000,18,264493.7752598353,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
69211.48734993902,49767.27750815376,73,1,2,4,500000,20,301254.9645592471,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
134330.48791643625,0.0,41,2,1,3,0,24,55703.23115144618,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
138346.49997836424,0.0,55,2,10,6,300000,21,184442.96234425364,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
80309.06751855479,0.0,73,2,7,5,400000,2,282053.7929925512,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
73862.81670066748,21773.22457717696,41,1,13,3,600000,21,471340.56250829727,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
116535.23201954008,0.0,43,1,5,8,100000,30,440425.5689719342,0,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
125432.14549192628,0.0,23,0,14,2,0,8,35361.25675031787,1,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
140150.97172650695,0.0,78,3,16,0,900000,18,205691.4144311626,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
110790.46547025868,0.0,47,1,4,1,800000,8,94696.54433044344,0,1,abrupt_real_concept_drift,0,500,False,0.0,False,59117.14140558192,202979.79181318256
71565.94299311048,52252.02547113325,64,1,10,1,0,28,326975.67739715247,1,1,abrupt_real_concept_drift,0,500,True,0.0,False,59117.14140558192,202979.79181318256
